order,date,coin,futures,type,sum,fee
1239536439029026871,2024-11-10,USDT,BTCUSDT,contract_margin_settle_fee,-0.33443927019999997,0.0
1239536423224889351,2024-11-10,USDT,ETHUSDT,contract_margin_settle_fee,-0.11559091460000001,0.0
1239536412747517984,2024-11-10,USDT,SOLUSDT,contract_margin_settle_fee,-0.1062748854,0.0
1239174033358606362,2024-11-09,USDT,ETHUSDT,contract_margin_settle_fee,-0.0678617674,0.0
1239174032800763940,2024-11-09,USDT,BTCUSDT,contract_margin_settle_fee,-0.18459494129999998,0.0
1239174026156986399,2024-11-09,USDT,SOLUSDT,contract_margin_settle_fee,-0.0423880788,0.0
1238811663700480024,2024-11-08,USDT,BTCUSDT,contract_margin_settle_fee,-0.19298824720000002,0.0
1238811632931065861,2024-11-08,USDT,SOLUSDT,contract_margin_settle_fee,-0.043422114600000006,0.0
1238811626526363657,2024-11-08,USDT,ETHUSDT,contract_margin_settle_fee,-0.0671204555,0.0
1238449251738603544,2024-11-07,USDT,BTCUSDT,contract_margin_settle_fee,-0.1912784314,0.0
1238449235296931840,2024-11-07,USDT,ETHUSDT,contract_margin_settle_fee,-0.07354305209999999,0.0
1238449227260645391,2024-11-07,USDT,SOLUSDT,contract_margin_settle_fee,-0.041279164199999996,0.0
1238086868109250587,2024-11-06,USDT,BTCUSDT,contract_margin_settle_fee,-0.1767197432,0.0
1238086857459912715,2024-11-06,USDT,ETHUSDT,contract_margin_settle_fee,-0.058997595300000004,0.0
1238086851466252306,2024-11-06,USDT,SOLUSDT,contract_margin_settle_fee,-0.024312768311000002,0.0
1237724476426833933,2024-11-05,USDT,BTCUSDT,contract_margin_settle_fee,-0.1785770518,0.0
1237724474501648418,2024-11-05,USDT,ETHUSDT,contract_margin_settle_fee,-0.0550410098,0.0
1237724441672830984,2024-11-05,USDT,SOLUSDT,contract_margin_settle_fee,-0.0127721988,0.0
1237362078163554310,2024-11-04,USDT,BTCUSDT,contract_margin_settle_fee,-0.1648660608,0.0
1237362068814450711,2024-11-04,USDT,SOLUSDT,contract_margin_settle_fee,-0.0215035608,0.0
1237362066956374033,2024-11-04,USDT,ETHUSDT,contract_margin_settle_fee,-0.0568297639,0.0
1236999704504062001,2024-11-03,USDT,BTCUSDT,contract_margin_settle_fee,-0.18201978829999998,0.0
1236999686816681999,2024-11-03,USDT,SOLUSDT,contract_margin_settle_fee,-0.019182375600000003,0.0
1236999676381253654,2024-11-03,USDT,ETHUSDT,contract_margin_settle_fee,-0.0569009574,0.0
1236637312867782658,2024-11-02,USDT,BTCUSDT,contract_margin_settle_fee,-0.1767562566,0.0
1236637296023457799,2024-11-02,USDT,SOLUSDT,contract_margin_settle_fee,-0.028470749999999996,0.0
1236637295297843202,2024-11-02,USDT,ETHUSDT,contract_margin_settle_fee,-0.059027151400000005,0.0
1236274924570169366,2024-11-01,USDT,BTCUSDT,contract_margin_settle_fee,-0.1357304931,0.0
1236274919625084940,2024-11-01,USDT,ETHUSDT,contract_margin_settle_fee,-0.0577537996,0.0
1236274913644007467,2024-11-01,USDT,SOLUSDT,contract_margin_settle_fee,-0.036217005600000005,0.0
1235912535840542731,2024-10-31,USDT,BTCUSDT,contract_margin_settle_fee,-0.025838303700000002,0.0
1235912531491049474,2024-10-31,USDT,ETHUSDT,contract_margin_settle_fee,-0.0600645143,0.0
1235912517867950095,2024-10-31,USDT,SOLUSDT,contract_margin_settle_fee,-0.037623159,0.0
1235550148247572502,2024-10-30,USDT,BTCUSDT,contract_margin_settle_fee,-0.0260443287,0.0
1235550134402174989,2024-10-30,USDT,SOLUSDT,contract_margin_settle_fee,-0.038648448,0.0
1235550131222892563,2024-10-30,USDT,ETHUSDT,contract_margin_settle_fee,-0.059679224499999996,0.0
1235187761631875076,2024-10-29,USDT,BTCUSDT,contract_margin_settle_fee,-0.025669253500000003,0.0
1235187743055302661,2024-10-29,USDT,ETHUSDT,contract_margin_settle_fee,-0.056265731199999995,0.0
1235187727427325965,2024-10-29,USDT,SOLUSDT,contract_margin_settle_fee,-0.0391431456,0.0
1234825378203848710,2024-10-28,USDT,BTCUSDT,contract_margin_settle_fee,-0.023492112199999998,0.0
1234825360969453607,2024-10-28,USDT,ETHUSDT,contract_margin_settle_fee,-0.0603516123,0.0
1234825360763932696,2024-10-28,USDT,SOLUSDT,contract_margin_settle_fee,-0.026587896,0.0
1234462984642383892,2024-10-27,USDT,BTCUSDT,contract_margin_settle_fee,-0.024652625400000003,0.0
1234462977512067086,2024-10-27,USDT,SOLUSDT,contract_margin_settle_fee,-0.015048732074,0.0
1234462970591465473,2024-10-27,USDT,ETHUSDT,contract_margin_settle_fee,-0.0566068069,0.0
1234100590447579145,2024-10-26,USDT,BTCUSDT,contract_margin_settle_fee,-0.0185247147,0.0
1234100582952357907,2024-10-26,USDT,SOLUSDT,contract_margin_settle_fee,-0.0257840328,0.0
1234100571732594701,2024-10-26,USDT,ETHUSDT,contract_margin_settle_fee,-0.0575451716,0.0
1233738212157575230,2024-10-25,USDT,BTCUSDT,contract_margin_settle_fee,-0.0245986157,0.0
1233738205790621709,2024-10-25,USDT,SOLUSDT,contract_margin_settle_fee,-0.0296579508,0.0
1233738197259407363,2024-10-25,USDT,ETHUSDT,contract_margin_settle_fee,-0.0552682116,0.0
1233375815790120969,2024-10-24,USDT,BTCUSDT,contract_margin_settle_fee,-0.0244484793,0.0
1233375810924728341,2024-10-24,USDT,ETHUSDT,contract_margin_settle_fee,-0.057044785,0.0
1233375800141172740,2024-10-24,USDT,SOLUSDT,contract_margin_settle_fee,-0.036788293799999996,0.0
1233013438041182209,2024-10-23,USDT,BTCUSDT,contract_margin_settle_fee,-0.024995325,0.0
1233013424749432834,2024-10-23,USDT,ETHUSDT,contract_margin_settle_fee,-0.0587147673,0.0
1233013421029085186,2024-10-23,USDT,SOLUSDT,contract_margin_settle_fee,-0.036698304,0.0
1232651040230887441,2024-10-22,USDT,BTCUSDT,contract_margin_settle_fee,-0.0255238114,0.0
1232651031527706631,2024-10-22,USDT,SOLUSDT,contract_margin_settle_fee,-0.0364792326,0.0
1232651014754684942,2024-10-22,USDT,ETHUSDT,contract_margin_settle_fee,-0.0598269896,0.0
1232288661127188485,2024-10-21,USDT,BTCUSDT,contract_margin_settle_fee,-0.024318489500000002,0.0
1232288651945857044,2024-10-21,USDT,ETHUSDT,contract_margin_settle_fee,-0.06485065300000001,0.0
1232288590004375573,2024-10-21,USDT,SOLUSDT,contract_margin_settle_fee,-0.035598609,0.0
